title,price_mad,breed,gender,age,height_cm,url,location
"Oldenburg, Gelding, 3 years, Bay-Dark",133750,Oldenburg,Gelding,3.0,,https://www.ehorses.com/oldenburg-gelding-3years-bay-dark-dressagehorses-leisurehorses-dortmund/4682400.html,"Dortmund, DE"
"KWPN, Mare, 10 years, Brown-Light",588500,KWPN,Mare,10.0,,https://www.ehorses.com/kwpn-mare-10years-brown-light-showjumpers-osnabrueck/4737467.html,"Osnabrück, DE"
"Oldenburg, Mare, 5 years, 16,2 hh, Chestnut-Red",321000,Oldenburg,Mare,5.0,,https://www.ehorses.com/oldenburg-mare-5years-162-hh-chestnut-red-dressagehorses-showjumpers-heidesheim-am-rhein/4446490.html,"Heidesheim am Rhein, DE"
"Oldenburg, Gelding, 6 years, 16,1 hh, Chestnut-Red",321000,Oldenburg,Gelding,6.0,,https://www.ehorses.com/oldenburg-gelding-6years-161-hh-chestnut-red-dressagehorses-heidesheim-am-rhein/4394910.html,"Heidesheim am Rhein, DE"
"Hanoverian, Stallion, 3 years, 16,2 hh, Smoky-Black",165850,Hanoverian,Stallion,3.0,,https://www.ehorses.com/hanoverian-stallion-3years-162-hh-smoky-black-eventinghorses-showjumpers-leisurehorses-dressagehorses-wormsworms/4737368.html,"WormsWorms, DE"
"Hanoverian, Gelding, 5 years, 17,1 hh, Chestnut",321000,Hanoverian,Gelding,5.0,,https://www.ehorses.com/hanoverian-gelding-5years-171-hh-chestnut-dressagehorses-showhunter-leisurehorses-grudziadz/4746657.html,"Grudziądz, PL"
"Hanoverian, Gelding, 11 years, 16,2 hh, Brown",1070000,Hanoverian,Gelding,11.0,,https://www.ehorses.com/hanoverian-gelding-11years-162-hh-brown-dressagehorses-leisurehorses-wehringen/4746691.html,"Wehringen, DE"
"German Riding Pony, Gelding, 9 years, 14,2 hh, Buckskin",321000,Pony,Gelding,9.0,,https://www.ehorses.com/german-riding-pony-gelding-9years-142-hh-buckskin-dressagehorses-showjumpers-essen/4738239.html,"Essen, DE"
"Westphalian, Gelding, 8 years, 16,2 hh, Chestnut",267500,Westphalian,Gelding,8.0,,https://www.ehorses.com/westphalian-gelding-8years-162-hh-chestnut-dressagehorses-showjumpers-essen/4738240.html,"Essen, DE"
"Connemara, Gelding, 5 years, 14,1 hh, Grey-Dark-Tan",180830,Connemara,Gelding,5.0,,https://www.ehorses.com/connemara-gelding-5years-141-hh-grey-dark-tan-showjumpers-eventinghorses-showhunter-dressagehorses-lisberg/4706326.html,"Lisberg, DE"
"Oldenburg-International (OS), Gelding, 5 years, 15,2 hh",133750,Oldenburg,Gelding,5.0,,https://www.ehorses.com/oldenburg-international-os-gelding-5years-152-hh-showhunter-showjumpers-dressagehorses-papenhagen/4566598.html,"Papenhagen, DE"
"Andalusian Mix, Mare, 3 years, 15,1 hh, Dun",63129,Andalusian,Mare,3.0,,https://www.ehorses.com/andalusian-mare-3years-151-hh-dun-dressagehorses-working-equitation-horses-tabernas-almeria/4538438.html,"Tabernas Almeria, ES"
"Connemara, Mare, 7 years, 14 hh, Grey-Dark-Tan",180830,Connemara,Mare,7.0,,https://www.ehorses.com/connemara-mare-7years-14-hh-grey-dark-tan-showjumpers-eventinghorses-dressagehorses-lisberg/4722353.html,"Lisberg, DE"
"German Riding Pony, Mare, 9 years, 14,2 hh, Grey",321000,Pony,Mare,9.0,,https://www.ehorses.com/german-riding-pony-mare-9years-142-hh-grey-showjumpers-showhunter-buchen-waldhausen/4667636.html,"Buchen Waldhausen, DE"
"German Riding Pony, Mare, 11 years, 14,2 hh, Bay-Dark",288900,Pony,Mare,11.0,,https://www.ehorses.com/german-riding-pony-mare-11years-142-hh-bay-dark-dressagehorses-haltern-am-see/4594716.html,"Haltern am See, DE"
"Hanoverian, Mare, 6 years, 16,2 hh, Bay-Dark",321000,Hanoverian,Mare,6.0,,https://www.ehorses.com/hanoverian-mare-6years-162-hh-bay-dark-dressagehorses-breedinghorses-tiddische/4559204.html,"Tiddische, DE"
"Holstein, Mare, 11 years, 16,1 hh, Brown",80250,Holsteiner,Mare,11.0,,https://www.ehorses.com/holstein-mare-11years-161-hh-brown-breedinghorses-showjumpers-wonfurt/4653587.html,"wonfurt, DE"
"Westphalian, Gelding, 5 years, 16,1 hh, Grey",278200,Westphalian,Gelding,5.0,,https://www.ehorses.com/westphalian-gelding-5years-161-hh-grey-showjumpers-eventinghorses-leisurehorses-dressagehorses-kirchenthumbach/4746615.html,"Kirchenthumbach, DE"
"Thoroughbred, Stallion, 6 years",80250,Thoroughbred,Stallion,6.0,,https://www.ehorses.com/thoroughbred-stallion-6years-galloper-madridmadrid/4746606.html,"MadridMadrid, ES"
"KWPN, Mare, 3 years, 15,3 hh, Bay-Dark",58849,KWPN,Mare,3.0,,https://www.ehorses.com/kwpn-mare-3years-153-hh-bay-dark-dressagehorses-breedinghorses-leisurehorses-oud-gastel/4703331.html,"Oud Gastel, NL"
"KWPN, Mare, 8 years, 16,2 hh, Black",95765,KWPN,Mare,8.0,,https://www.ehorses.com/kwpn-mare-8years-162-hh-black-dressagehorses-breedinghorses-leisurehorses-oud-gastel/4705558.html,"Oud Gastel, NL"
"Westphalian, Mare, 8 years, 16,2 hh, Chestnut-Red",85600,Westphalian,Mare,8.0,,https://www.ehorses.com/westphalian-mare-8years-162-hh-chestnut-red-dressagehorses-breedinghorses-leisurehorses-oud-gastel/4715885.html,"Oud Gastel, NL"
"Oldenburg, Mare, 12 years, 16,1 hh, Bay-Dark",187250,Oldenburg,Mare,12.0,,https://www.ehorses.com/oldenburg-mare-12years-161-hh-bay-dark-dressagehorses-breedinghorses-leisurehorses-oud-gastel/4720729.html,"Oud Gastel, NL"
"Westphalian, Mare, 8 years, 16,2 hh, Chestnut-Red",85600,Westphalian,Mare,8.0,,https://www.ehorses.com/westphalian-mare-8years-162-hh-chestnut-red-dressagehorses-breedinghorses-leisurehorses-oud-gastel/4721581.html,"Oud Gastel, NL"
"KWPN, Gelding, 4 years, 16,2 hh, Brown",133750,KWPN,Gelding,4.0,,https://www.ehorses.com/kwpn-gelding-4years-162-hh-brown-showjumpers-szarvas/4676596.html,"Szarvas, HU"
"Hanoverian, Mare, 8 years, 16 hh, Black",77040,Hanoverian,Mare,8.0,,https://www.ehorses.com/hanoverian-mare-8years-16-hh-black-dressagehorses-leisurehorses-someren/4746558.html,"Someren, NL"
"Oldenburg-International (OS), Gelding, 14 years, 17,1 hh, Brown",588500,Oldenburg,Gelding,14.0,,https://www.ehorses.com/oldenburg-international-os-gelding-14years-171-hh-brown-showjumpers-wardenburgwardenburg/4285842.html,"WardenburgWardenburg, DE"
"Oldenburg-International (OS), Gelding, 9 years, 16,3 hh, Grey",321000,Oldenburg,Gelding,9.0,,https://www.ehorses.com/oldenburg-international-os-gelding-9years-163-hh-grey-showjumpers-wardenburgwardenburg/4703353.html,"WardenburgWardenburg, DE"
"PRE, Stallion, 5 years, 15,2 hh, Brown",187250,Andalusian,Stallion,5.0,,https://www.ehorses.com/pre-stallion-5years-152-hh-brown-dressagehorses-working-equitation-horses-baroquehorses-breedinghorses-vejer-de-la-frontera/4561006.html,"Vejer de la Frontera, ES"
"Oldenburg, Gelding, 5 years, 18,1 hh, Brown",321000,Oldenburg,Gelding,5.0,,https://www.ehorses.com/oldenburg-gelding-5years-181-hh-brown-dressagehorses-georgsmarienhuette/4670329.html,"Georgsmarienhütte, DE"
"Andalusian, Gelding, 7 years, 16 hh, Black",187250,Andalusian,Gelding,7.0,,https://www.ehorses.com/andalusian-gelding-7years-16-hh-black-dressagehorses-leisurehorses-madrid/4036066.html,"Madrid, ES"
"Hanoverian, Mare, 4 years, 16,1 hh, Chestnut-Red",80250,Hanoverian,Mare,4.0,,https://www.ehorses.com/hanoverian-mare-4years-161-hh-chestnut-red-dressagehorses-breedinghorses-leisurehorses-selsingen/4739252.html,"Selsingen, DE"
"Holstein, Gelding, 6 years, 16 hh, Grey",321000,Holsteiner,Gelding,6.0,,https://www.ehorses.com/holstein-gelding-6years-16-hh-grey-showjumpers-eventinghorses-showhunter-leisurehorses-wardenburgwardenburg/4682243.html,"WardenburgWardenburg, DE"
"Hanoverian, Mare, 5 years, 16,1 hh",342400,Hanoverian,Mare,5.0,,https://www.ehorses.com/hanoverian-mare-5years-161-hh-dressagehorses-bramsche/4746513.html,"Bramsche, DE"
"Westphalian, Mare, 5 years, 16,1 hh, Chestnut-Red",267500,Westphalian,Mare,5.0,,https://www.ehorses.com/westphalian-mare-5years-161-hh-chestnut-red-dressagehorses-bramsche/4745901.html,"Bramsche, DE"
"PRE Mix, Stallion, 6 years, 16,1 hh, Grey",133750,Andalusian,Stallion,6.0,,https://www.ehorses.com/pre-stallion-6years-161-hh-grey-dressagehorses-breedinghorses-coin-malaga/4731983.html,"Coín, Malaga, ES"
"PRE, Mare, 4 years, 16 hh, Grey",80250,Andalusian,Mare,4.0,,https://www.ehorses.com/pre-mare-4years-16-hh-grey-dressagehorses-breedinghorses-coin/4722357.html,"Coín, ES"
"Shetland Ponies, Gelding, 6 years, 9,1 hh, Palomino",30494,Shetland,Gelding,6.0,,https://www.ehorses.com/shetland-ponies-gelding-6years-91-hh-palomino-carriagehorses-leisurehorses-halle/4746463.html,"Halle, DE"
"Lusitano, Gelding, 8 years, 15,1 hh, Grey",321000,Lusitano,Gelding,8.0,,https://www.ehorses.com/lusitano-gelding-8years-151-hh-grey-dressagehorses-working-equitation-horses-saint-crepin-ibouvillers/4746434.html,"Saint-Crépin-Ibouvillers, FR"
"Oldenburg, Gelding, 11 years, Bay-Dark",909499,Oldenburg,Gelding,11.0,,https://www.ehorses.com/oldenburg-gelding-11years-bay-dark-showjumpers-schlatt/4712341.html,"Schlatt, AT"
"Hanoverian, Gelding, 6 years, 16,1 hh, Chestnut-Red",139100,Hanoverian,Gelding,6.0,,https://www.ehorses.com/hanoverian-gelding-6years-161-hh-chestnut-red-dressagehorses-zalaegerszeg/4694484.html,"Zalaegerszeg, HU"
"Oldenburg, Gelding, 6 years, 16,1 hh, Brown",187250,Oldenburg,Gelding,6.0,,https://www.ehorses.com/oldenburg-gelding-6years-161-hh-brown-showjumpers-showhunter-dressagehorses-zalaegerszeg/4717677.html,"Zalaegerszeg, HU"
"Oldenburg, Mare, 8 years, 16,1 hh, Black",139100,Oldenburg,Mare,8.0,,https://www.ehorses.com/oldenburg-mare-8years-161-hh-black-dressagehorses-zalaegerszeg/4642134.html,"Zalaegerszeg, HU"
"Oldenburg, Mare, 4 years, 16,1 hh, Smoky-Black",321000,Oldenburg,Mare,4.0,,https://www.ehorses.com/oldenburg-mare-4years-161-hh-smoky-black-dressagehorses-warendorf/4741046.html,"Warendorf, DE"
"Lusitano, Stallion, 5 years, 16 hh, Grey",321000,Lusitano,Stallion,5.0,,https://www.ehorses.com/lusitano-stallion-5years-16-hh-grey-eventinghorses-navas-del-madrono/4135985.html,"Navas Del Madroño, ES"
"Classic Pony, Mare, 14 years, 12,1 hh, Grey",32089,Pony,Mare,14.0,,https://www.ehorses.com/classic-pony-mare-14years-121-hh-grey-leisurehorses-uttendorf/4739731.html,"Uttendorf, AT"
"Hanoverian, Gelding, 5 years, 16,2 hh, Grey",160500,Hanoverian,Gelding,5.0,,https://www.ehorses.com/hanoverian-gelding-5years-162-hh-grey-showjumpers-zalaegerszeg/4661854.html,"Zalaegerszeg, HU"
"Hanoverian, Gelding, 5 years, 16,3 hh",160500,Hanoverian,Gelding,5.0,,https://www.ehorses.com/hanoverian-gelding-5years-163-hh-showjumpers-showhunter-dressagehorses-zalaegerszeg/4592004.html,"Zalaegerszeg, HU"
"Oldenburg, Mare, 9 years, 17,1 hh, Chestnut-Red",321000,Oldenburg,Mare,9.0,,https://www.ehorses.com/oldenburg-mare-9years-171-hh-chestnut-red-dressagehorses-schaerding-vorstadt/4736784.html,"Schärding Vorstadt, AT"
"Westphalian, Gelding, 6 years, 16,1 hh, Chestnut-Red",133750,Westphalian,Gelding,6.0,,https://www.ehorses.com/westphalian-gelding-6years-161-hh-chestnut-red-showjumpers-leisurehorses-dressagehorses-messel/4740182.html,"Messel, DE"
"German Riding Pony, Gelding, 6 years, 14,1 hh, Bay-Dark",588500,Pony,Gelding,6.0,,https://www.ehorses.com/german-riding-pony-gelding-6years-141-hh-bay-dark-dressagehorses-herrenberg/4664155.html,"Herrenberg, DE"
"Westphalian, Mare, 5 years, 16,2 hh, Bay-Dark",144450,Westphalian,Mare,5.0,,https://www.ehorses.com/westphalian-mare-5years-162-hh-bay-dark-dressagehorses-breedinghorses-leisurehorses-jengen/4745095.html,"Jengen, DE"
"German Riding Pony, Mare, 4 years, 14,1 hh, Chestnut-Red",133750,Pony,Mare,4.0,,https://www.ehorses.com/german-riding-pony-mare-4years-141-hh-chestnut-red-dressagehorses-breedinghorses-showhunter-leisurehorses-jengen/4653292.html,"Jengen, DE"
"Hanoverian, Mare, 9 years, 17,1 hh, Brown",262150,Hanoverian,Mare,9.0,,https://www.ehorses.com/hanoverian-mare-9years-171-hh-brown-dressagehorses-breedinghorses-vaultinghorses-leisurehorses-jengen/4745132.html,"Jengen, DE"
"Oldenburg, Gelding, 5 years, 16,2 hh, Chestnut-Red",294250,Oldenburg,Gelding,5.0,,https://www.ehorses.com/oldenburg-gelding-5years-162-hh-chestnut-red-dressagehorses-showhunter-leisurehorses-jengen/4745033.html,"Jengen, DE"
"PRE Mix, Gelding, 7 years, 15,3 hh, Brown",144450,Andalusian,Gelding,7.0,,https://www.ehorses.com/pre-gelding-7years-153-hh-brown-dressagehorses-leisurehorses-santa-olalla-del-cala/4715284.html,"Santa Olalla Del Cala, ES"
"PRE, Mare, 15 years, 15,2 hh, Chestnut-Red",80250,Andalusian,Mare,15.0,,https://www.ehorses.com/pre-mare-15years-152-hh-chestnut-red-leisurehorses-baroquehorses-dressagehorses-stahnsdorf/4498148.html,"Stahnsdorf, DE"
"Lusitano, Stallion, 5 years, 16 hh, Brown",235399,Lusitano,Stallion,5.0,,https://www.ehorses.com/lusitano-stallion-5years-16-hh-brown-dressagehorses-baroquehorses-vale-do-pau-queimado/4616024.html,"Vale do Pau Queimado, PT"
"Oldenburg, Mare, 6 years, 16,1 hh, Bay-Dark",187250,Oldenburg,Mare,6.0,,https://www.ehorses.com/oldenburg-mare-6years-161-hh-bay-dark-dressagehorses-breedinghorses-leisurehorses-wehringen/4745235.html,"Wehringen, DE"
"Oldenburg, Mare, 15 years, 16,1 hh, Bay-Dark",42800,Oldenburg,Mare,15.0,,https://www.ehorses.com/oldenburg-mare-15years-161-hh-bay-dark-breedinghorses-bad-homburg-vor-der-hoehe/4743848.html,"Bad Homburg vor der Höhe, DE"
"Andalusian, Stallion, 3 years, 15,2 hh, Black",53500,Andalusian,Stallion,3.0,,https://www.ehorses.com/andalusian-stallion-3years-152-hh-black-leisurehorses-working-equitation-horses-westernhorses-eventinghorses-mallorca/4214169.html,"Mallorca, ES"
"Westphalian, Gelding, 5 years, Chestnut-Red",214000,Westphalian,Gelding,5.0,,https://www.ehorses.com/westphalian-gelding-5years-chestnut-red-showhunter-showjumpers-zuelpich/4463840.html,"Zülpich, DE"
"German Riding Pony, Gelding, 3 years, Chestnut-Red",44940,Pony,Gelding,3.0,,https://www.ehorses.com/german-riding-pony-gelding-3years-chestnut-red-dressagehorses-showjumpers-reichelsheim/3712488.html,"Reichelsheim, DE"
"Oldenburg, Mare, 10 years, 15,2 hh, Black",208650,Oldenburg,Mare,10.0,,https://www.ehorses.com/oldenburg-mare-10years-152-hh-black-dressagehorses-kirchensittenbach/4717694.html,"Kirchensittenbach, DE"
"Andalusian, Gelding, 5 years, 15,1 hh, Brown",67410,Andalusian,Gelding,5.0,,https://www.ehorses.com/andalusian-gelding-5years-151-hh-brown-leisurehorses-pruna/4544789.html,"Pruna, ES"
"Hanoverian, Gelding, 13 years, 16,1 hh, Brown",283550,Hanoverian,Gelding,13.0,,https://www.ehorses.com/hanoverian-gelding-13years-161-hh-brown-dressagehorses-showjumpers-leisurehorses-wehringen/4593505.html,"Wehringen, DE"
"Oldenburg, Gelding, 11 years, 17 hh, Black",1070000,Oldenburg,Gelding,11.0,,https://www.ehorses.com/oldenburg-gelding-11years-17-hh-black-dressagehorses-leisurehorses-wehringen/4687297.html,"Wehringen, DE"
"Oldenburg, Gelding, 4 years, 15,3 hh, Bay-Dark",214000,Oldenburg,Gelding,4.0,,https://www.ehorses.com/oldenburg-gelding-4years-153-hh-bay-dark-dressagehorses-eventinghorses-showjumpers-leisurehorses-wehringen/4720924.html,"Wehringen, DE"
"Hanoverian, Gelding, 4 years, 16,2 hh, Chestnut",283550,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-162-hh-chestnut-dressagehorses-leisurehorses-wehringen/4737349.html,"Wehringen, DE"
"Hanoverian, Mare, 4 years, 16 hh, Chestnut-Red",133750,Hanoverian,Mare,4.0,,https://www.ehorses.com/hanoverian-mare-4years-16-hh-chestnut-red-dressagehorses-breedinghorses-showjumpers-leisurehorses-wehringen/4738107.html,"Wehringen, DE"
"Hanoverian, Mare, 1 year, Brown",80250,Hanoverian,Mare,,,https://www.ehorses.com/hanoverian-mare-1year-brown-showjumpers-langwedel/4696498.html,"Langwedel, DE"
"Arabian horses, Mare, 6 years, 15,1 hh, Brown",321000,Arabian,Mare,6.0,,https://www.ehorses.com/arabian-horses-mare-6years-151-hh-brown-breedinghorses-showhorses-leisurehorses-wels/4734652.html,"Wels, AT"
"PRE Mix, Stallion, 4 years, 15,2 hh, Bay",80250,Andalusian,Stallion,4.0,,https://www.ehorses.com/pre-stallion-4years-152-hh-bay-dressagehorses-leisurehorses-malaga/4634467.html,"Malaga, ES"
"Oldenburg, Mare, 5 years, 16,1 hh, Chestnut",588500,Oldenburg,Mare,5.0,,https://www.ehorses.com/oldenburg-mare-5years-161-hh-chestnut-dressagehorses-gleichen/4474696.html,"Gleichen, DE"
"Hanoverian, Gelding, 7 years, 16,3 hh, Bay-Dark",374500,Hanoverian,Gelding,7.0,,https://www.ehorses.com/hanoverian-gelding-7years-163-hh-bay-dark-dressagehorses-flensburg/4690650.html,"Flensburg, DE"
"KWPN, Gelding, 5 years, 17,2 hh, Bay-Dark",181900,KWPN,Gelding,5.0,,https://www.ehorses.com/kwpn-gelding-5years-172-hh-bay-dark-showjumpers-murcia/4746211.html,"Murcia, ES"
"Westphalian, Mare, 5 years, 16,2 hh, Bay-Dark",588500,Westphalian,Mare,5.0,,https://www.ehorses.com/westphalian-mare-5years-162-hh-bay-dark-dressagehorses-loewenberger-land-30-min-von-berlin/4731097.html,"Loewenberger Land, 30 min von Berlin, DE"
"Oldenburg, Gelding, 9 years, 18,1 hh, Brown",192660,Oldenburg,Gelding,9.0,,https://www.ehorses.com/oldenburg-gelding-9years-181-hh-brown-showjumpers-leisurehorses-dressagehorses-gossau-zh/4657336.html,"Gossau ZH, CH"
"Hanoverian, Mare, 5 years, 16,1 hh, Black",321000,Hanoverian,Mare,5.0,,https://www.ehorses.com/hanoverian-mare-5years-161-hh-black-dressagehorses-eventinghorses-showhunter-leisurehorses-loewenberger-land-30-min-von-berlin/4731094.html,"Loewenberger Land, 30 min von Berlin, DE"
"Oldenburg, Mare, 5 years, 16,2 hh, Brown",588500,Oldenburg,Mare,5.0,,https://www.ehorses.com/oldenburg-mare-5years-162-hh-brown-dressagehorses-loewenberger-land-30-min-von-berlin/4731108.html,"Loewenberger Land, 30 min von Berlin, DE"
"Oldenburg, Mare, 5 years, 16,1 hh, Bay-Dark",321000,Oldenburg,Mare,5.0,,https://www.ehorses.com/oldenburg-mare-5years-161-hh-bay-dark-dressagehorses-loewenberger-land-30-min-von-berlin/4731105.html,"Loewenberger Land, 30 min von Berlin, DE"
"Hanoverian, Mare, 5 years, 16,1 hh, Bay-Dark",321000,Hanoverian,Mare,5.0,,https://www.ehorses.com/hanoverian-mare-5years-161-hh-bay-dark-dressagehorses-loewenberger-land-30-min-von-berlin/4731101.html,"Loewenberger Land, 30 min von Berlin, DE"
"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",588500,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,"Coin, ES"
"Oldenburg, Gelding, 7 years, Chestnut-Red",187250,Oldenburg,Gelding,7.0,,https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,"WilnsdorfWilnsdorf, DE"
"KWPN, Gelding, 4 years, 16.1 hh, Black",187250,KWPN,Gelding,4.0,,https://www.ehorses.com/kwpn-gelding-4years-16-1-hh-black-dressagehorses-bergen-aan-zee/4729480.html,"Bergen aan Zee, NL"
"KWPN, Gelding, 7 years, 17 hh, Grey-Blue-Tan",66875,KWPN,Gelding,7.0,,https://www.ehorses.com/kwpn-gelding-7years-17-hh-grey-blue-tan-leisurehorses-showjumpers-dressagehorses-oud-gastel/4746113.html,"Oud Gastel, NL"
"PRE, Gelding, 15 years, 16.1 hh, Grey",80250,Andalusian,Gelding,15.0,,https://www.ehorses.com/pre-gelding-15years-16-1-hh-grey-leisurehorses-fuendetodos/4639412.html,"Fuendetodos, ES"
"PRE, Gelding, 3 years, Bay-Dark",80250,Andalusian,Gelding,3.0,,https://www.ehorses.com/pre-gelding-3years-bay-dark-dressagehorses-fuendetodos/4623049.html,"Fuendetodos, ES"
"PRE, Stallion, 4 years, Grey",187250,Andalusian,Stallion,4.0,,https://www.ehorses.com/pre-stallion-4years-grey-dressagehorses-fuendetodos/4655233.html,"Fuendetodos, ES"
"Oldenburg, Mare, 1 year, Black",80250,Oldenburg,Mare,,,https://www.ehorses.com/oldenburg-mare-1year-black-dressagehorses-fuendetodos/4735279.html,"Fuendetodos, ES"
"KWPN, Gelding, 12 years, 16.1 hh, Black",106465,KWPN,Gelding,12.0,,https://www.ehorses.com/kwpn-gelding-12years-16-1-hh-black-dressagehorses-showjumpers-leisurehorses-carriagehorses-nettersheim/4733126.html,"Nettersheim, DE"
"Hanoverian, Mare, 7 years, 16.3 hh, Brown",133750,Hanoverian,Mare,7.0,,https://www.ehorses.com/hanoverian-mare-7years-16-3-hh-brown-dressagehorses-vaultinghorses-showjumpers-leisurehorses-bekesszentandras/4688106.html,"Békésszentandrás, HU"
"Oldenburg, Gelding, 3 years, 16.2 hh, Bay-Dark",133750,Oldenburg,Gelding,3.0,,https://www.ehorses.com/oldenburg-gelding-3years-16-2-hh-bay-dark-dressagehorses-breedinghorses-showjumpers-leisurehorses-neupotz/4667268.html,"Neupotz, DE"
"Oldenburg-International (OS), Mare, 7 years, 16,3 hh, Grey",1070000,Oldenburg,Mare,7.0,,https://www.ehorses.com/oldenburg-international-os-mare-7years-163-hh-grey-showjumpers-tuhan/4599967.html,"Tuhan, CZ"
"Holstein, Mare, 3 years, 16,2 hh, Bay-Dark",107000,Holsteiner,Mare,3.0,,https://www.ehorses.com/holstein-mare-3years-162-hh-bay-dark-eventinghorses-hamersen/4638034.html,"Hamersen, DE"
"Hanoverian, Mare, 4 years, 16,1 hh, Chestnut-Red",133750,Hanoverian,Mare,4.0,,https://www.ehorses.com/hanoverian-mare-4years-161-hh-chestnut-red-dressagehorses-showjumpers-leisurehorses-fredenbeck/4733622.html,"Fredenbeck, DE"
"Hanoverian, Mare, 11 years, 16,1 hh, Chestnut-Red",197950,Hanoverian,Mare,11.0,,https://www.ehorses.com/hanoverian-mare-11years-161-hh-chestnut-red-dressagehorses-breedinghorses-showjumpers-leisurehorses-spall/4610795.html,"Spall, DE"
"PRE Mix, Mare, 6 years, 15,1 hh, Grey",71690,Andalusian,Mare,6.0,,https://www.ehorses.com/pre-mare-6years-151-hh-grey-dressagehorses-working-equitation-horses-breedinghorses-leisurehorses-sevilla/4708220.html,"Sevilla, ES"
"Shetland Ponies, Mare, 6 years, 10,1 hh, Black",37450,Shetland,Mare,6.0,,https://www.ehorses.com/shetland-ponies-mare-6years-101-hh-black-leisurehorses-trebbin/4741128.html,"Trebbin, DE"
"Oldenburg, Gelding, 3 years, 16,2 hh, Chestnut-Red",133750,Oldenburg,Gelding,3.0,,https://www.ehorses.com/oldenburg-gelding-3years-162-hh-chestnut-red-dressagehorses-showjumpers-leisurehorses-neupotz/4372660.html,"Neupotz, DE"
"Welsh D (Cob), Gelding, 10 years, 14,2 hh, Palomino",90950,Welsh,Gelding,10.0,,https://www.ehorses.com/welsh-d-cob-gelding-10years-142-hh-palomino-eventinghorses-leisurehorses-eitorf/4728665.html,"Eitorf, DE"
"Arabian horses, Gelding, 5 years, 15 hh, Grey",73830,Arabian,Gelding,5.0,,https://www.ehorses.com/arabian-horses-gelding-5years-15-hh-grey-leisurehorses-westernhorses-emmelshausen/4734516.html,"Emmelshausen, DE"
"Westphalian, Mare, 4 years, 16,1 hh, Black",155150,Westphalian,Mare,4.0,,https://www.ehorses.com/westphalian-mare-4years-161-hh-black-dressagehorses-leisurehorses-bramsche/4746019.html,"Bramsche, DE"
"Westphalian, Gelding, 6 years, 16,2 hh, Black",321000,Westphalian,Gelding,6.0,,https://www.ehorses.com/westphalian-gelding-6years-162-hh-black-dressagehorses-showjumpers-leisurehorses-bochum/4746014.html,"Bochum, DE"
"Oldenburg, Mare, 10 years, 15,2 hh, Black",208650,Oldenburg,Mare,10.0,,https://www.ehorses.com/oldenburg-mare-10years-152-hh-black-dressagehorses-kirchensittenbach/4717694.html,"Kirchensittenbach, DE"
"Anglo European Studbook, Gelding, 7 years, 16,2 hh, Brown",321000,Anglo-Arabian,Gelding,7.0,,https://www.ehorses.com/anglo-european-studbook-gelding-7years-162-hh-brown-showjumpers-leisurehorses-schalchham/4519084.html,"Schalchham, AT"
"KWPN, Gelding, 8 years, 16,1 hh, Brown",267500,KWPN,Gelding,8.0,,https://www.ehorses.com/kwpn-gelding-8years-161-hh-brown-dressagehorses-showjumpers-salzburg/4717411.html,"Salzburg, AT"
"Westphalian, Gelding, 6 years, 17 hh, Brown",588500,Westphalian,Gelding,6.0,,https://www.ehorses.com/westphalian-gelding-6years-17-hh-brown-dressagehorses-scheessel/4745954.html,"Scheeßel, DE"
"German Riding Pony, Gelding, 4 years, 14 hh, Chestnut-Red",106989,Pony,Gelding,4.0,,https://www.ehorses.com/german-riding-pony-gelding-4years-14-hh-chestnut-red-dressagehorses-leisurehorses-geilenkirchen/4713782.html,"Geilenkirchen, DE"
"Oldenburg, Mare, 12 years, 16,2 hh, Smoky-Black",80250,Oldenburg,Mare,12.0,,https://www.ehorses.com/oldenburg-mare-12years-162-hh-smoky-black-breedinghorses-bruchhausen-vilsen/4633021.html,"Bruchhausen-Vilsen, DE"
"KWPN, Stallion, 10 years, 17 hh, Chestnut-Red",160500,KWPN,Stallion,10.0,,https://www.ehorses.com/kwpn-stallion-10years-17-hh-chestnut-red-dressagehorses-pilisjaszfalu/4729919.html,"Pilisjászfalu, HU"
"Pony of the Americas, Gelding, 7 years, 9,3 hh, Bay",35350,Pony,Gelding,7.0,,https://www.ehorses.com/pony-of-the-americas-gelding-7years-93-hh-bay-trailhorses-ranch-riding-horses-weatherford-tx/4190138.html,"Weatherford TX, US"
"German Riding Pony, Mare, 10 years, 13,2 hh, Chestnut-Red",64189,Pony,Mare,10.0,,https://www.ehorses.com/german-riding-pony-mare-10years-132-hh-chestnut-red-leisurehorses-showjumpers-dressagehorses-geilenkirchen/4735545.html,"Geilenkirchen, DE"
"Hanoverian, Gelding, 8 years, 16,2 hh, Chestnut-Red",267500,Hanoverian,Gelding,8.0,,https://www.ehorses.com/hanoverian-gelding-8years-162-hh-chestnut-red-showjumpers-geilenkirchen/4696529.html,"Geilenkirchen, DE"
